Suchbegriff,Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Sales Manager,Sales-Manager/in,Sales-Manager/in,Containex Container-HandelsgmbH,Wiener Neudorf,Niederösterreich,Österreich,2351,2025-04-29,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/9c200813-30c0-3bf5-be95-24de3799903a
Sales Manager,Sales-Manager/in,Sales-Manager/in,Up to date GmbH,Schwanenstadt,Oberösterreich,Österreich,4690,2025-04-28,2025-05-17,https://jobs.ams.at/public/emps/jobs/uuid/d0bc7872-dd84-3201-ae32-9f16f8e9bce0
Sales Manager,Sales-Manager/in,Sales-Manager/in,Loxone Electronics GmbH,Kollerschlag,Oberösterreich,Österreich,4154,2025-04-27,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/ba5a8521-44d8-32ff-9181-10770a925dce
Sales Manager,Sales-Manager/in,Sales-Manager/in,Liebherr Werk Telfs GmbH,Telfs,Tirol,Österreich,6410,2025-04-24,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/73814556-e363-3488-8a84-ecd18ca71335
Sales Manager,Sales-Manager/in,Sales-Manager/in,GLS Austria,Ansfelden,Oberösterreich,Österreich,4052,2025-04-24,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/74540c6a-fc41-36af-aadc-b82787066080
Sales Manager,Sales-Manager/in,Sales-Manager/in,RICO Elastomere Projecting GmbH,Wels,Oberösterreich,Österreich,4600,2025-04-22,2025-05-14,https://jobs.ams.at/public/emps/jobs/uuid/bd011ee0-2ca7-3b13-ab5f-65dbffe5ab2c
Sales Manager,Sales-Manager/in,Sales-Manager/in,Global Hydro Energy GmbH,Wesenufer,Oberösterreich,Österreich,4085,2025-04-21,2025-05-13,https://jobs.ams.at/public/emps/jobs/uuid/ee5ca117-7f4f-3077-b093-6c034d96ef52
Sales Manager,Sales-Manager/in,Sales-Manager/in,MYFLEXBOX Austria GmbH,Salzburg,Salzburg,Österreich,5020,2025-04-18,2025-05-20,https://jobs.ams.at/public/emps/jobs/uuid/d5b9ef78-38b6-3e88-b06d-89e2d695ba3d
Sales Manager,Sales-Manager/in,Sales-Manager/in,Woolworth Österreich GmbH,Imst,Tirol,Österreich,6460,2025-04-17,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/40c753f0-fb7e-3030-8862-61f82a4116e8
Sales Manager,Sales-Manager/in,Sales-Manager/in,Job Immobilien Motor (JIM) Marketing GmbH,Wien,Niederösterreich,Österreich,1190,2025-04-17,2025-05-01,https://jobs.ams.at/public/emps/jobs/BTR3284591_16784574
Sales Manager,Sales Manager (m/w/d),Sales-Manager/in,Academic Work Germany GmbH,,Hamburg,Deutschland,,2025-04-16,2025-05-27,https://www.academicwork.de/offene-stellenangebote/j/sales-manager-mwd/QX9BNU
Sales Manager,Sales-Manager/in,Sales-Manager/in,OBI (Nord) Wien Kagran,Wien,Wien,Österreich,1220,2025-04-16,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/9b1c587a-f689-3e17-81a6-08b85d7fbb8b
Sales Manager,Sales-Manager/in,Sales-Manager/in,cargo-partner GmbH,Flughafen Wien-Schwechat,Niederösterreich,Österreich,1300,2025-04-16,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/a820b19a-3524-3e82-85a2-7e46b3ec6e1b
Sales Manager,Sales Manager (m/w/d),Sales-Manager/in,FINEOO Inhaber Eric Martin,,,Deutschland,,2025-04-15,2025-05-27,https://www.job.fish/heyrecruit/69947_10961_68241542d5d06?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Sales Manager,Sales-Manager/in,Sales-Manager/in,Brau Union Österreich AG,"Linz, Donau",Oberösterreich,Österreich,4020,2025-04-14,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/fe7bfd51-1600-3593-9f62-8e97d531cf62
Sales Manager,Sales-Manager/in,Sales-Manager/in,agru Kunststofftechnik GmbH.,Bad Hall,Oberösterreich,Österreich,4540,2025-04-14,2025-05-20,https://jobs.ams.at/public/emps/jobs/uuid/8948579a-bb79-3928-a773-70c6cb227cab
Sales Manager,Sales-Manager/in,Sales-Manager/in,Infranorm Technologie GmbH,Wels,Oberösterreich,Österreich,4600,2025-04-11,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/e58cae0d-27ed-35cf-a799-e4557ce14c6a
Sales Manager,Sales Manager im Vertriebsinnendienst (m/w/d),Sales-Manager/in,Bildungszentrum für informationsverarbeitende Berufe e. V.,Mettmann,Nordrhein-Westfalen,Deutschland,40822,2025-05-27,2025-05-30,https://www.jobexport.de/job/4783037.html?exp=81&cid=3c0b46bc-2675-40b6-9627-3a0249e15133
Sales Manager,Sales Manager (m/w/d),Sales-Manager/in,Academic Work Germany GmbH,,Hamburg,Deutschland,,2025-04-09,2025-05-26,https://www.academicwork.de/offene-stellenangebote/j/sales-manager-mwd/ZOAV6V
Sales Manager,Sales-Manager/in,Sales-Manager/in,Walter Leasing GmbH,Wiener Neudorf,Niederösterreich,Österreich,2351,2025-04-09,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/f119356a-38e5-38ed-9f65-5c7866935f18
Sales Manager,Sales-Manager/in,Sales-Manager/in,Salesianer Miettex GesmbH,Grödig,Salzburg,Österreich,5082,2025-04-09,2025-05-20,https://jobs.ams.at/public/emps/jobs/uuid/db450f13-4242-3d3b-8139-e9ff9ae02942
Sales Manager,Sales-Manager/in,Sales-Manager/in,PMC Int. GmbH,St. Pölten,Niederösterreich,Österreich,3100,2025-04-08,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/f44e4c66-5f3d-3c70-9cce-0c2f726bf4ba
Sales Manager,Sales-Manager/in,Sales-Manager/in,GetExperts e.U.,Bundesland: Wien,,Österreich,,2025-04-08,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/9fbddfff-cc0a-3cfd-9f06-7e1a9cfda692
Sales Manager,Sales-Manager/in,Sales-Manager/in,MICROLAB GmbH,Tumeltsham,Oberösterreich,Österreich,4911,2025-04-08,2025-05-12,https://jobs.ams.at/public/emps/jobs/uuid/a1648497-5409-3faf-98cb-40ba7f6acbf1
Sales Manager,Sales-Manager/in,Sales-Manager/in,KML Linear Motion Technology GMBH,Wien,Wien,Österreich,1100,2025-04-03,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/29f1542b-dc98-3912-bdcf-872583543727
Sales Manager,Sales-Manager/in,Sales-Manager/in,Klosterbräu,Seefeld in Tirol,Tirol,Österreich,6100,2025-04-02,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/b624061d-4a78-3164-8c8c-a15f23e7a738
Sales Manager,Sales-Manager/in,Sales-Manager/in,Coca-Cola HBC Austria GmbH,Wien,Wien,Österreich,1100,2025-04-01,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/b6a8a1b6-3f4c-31a2-9c96-bbba68cacdf7
Sales Manager,Sales-Manager/in,Sales-Manager/in,GetExperts e.U.,Wiener Neustadt,Niederösterreich,Österreich,2700,2025-03-27,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/7f516bdc-d892-3e67-997a-2aba3ac4bb1c
Sales Manager,Sales-Manager/in,Sales-Manager/in,ADLERS Hotel,Innsbruck,Tirol,Österreich,6020,2025-03-25,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/a4bffe4b-065f-3c52-bd60-099c5e38837e
Sales Manager,Sales-Manager/in,Sales-Manager/in,Swarovski KG,Wattens,Tirol,Österreich,6112,2025-03-21,2025-05-22,https://jobs.ams.at/public/emps/jobs/uuid/1068f97b-5b5f-3c98-9253-f2f2a5304b0a
Sales Manager,Sales-Manager/in,Sales-Manager/in,E. Hawle Armaturenwerke GmbH,Vöcklabruck,Oberösterreich,Österreich,4840,2025-03-21,2025-05-20,https://jobs.ams.at/public/emps/jobs/uuid/cfb444e2-74e3-3f1f-b3b9-f0be6e6208ff
Sales Manager,Sales-Manager/in,Sales-Manager/in,Bechtle Austria GmbH,St. Pölten,Niederösterreich,Österreich,3100,2025-03-20,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/17fbff0c-f08a-371e-b164-a1b170a9a1ac
Sales Manager,Sales-Manager/in,Sales-Manager/in,ANEXIA Internetdienstleistungs GmbH,Wien,Wien,Österreich,1060,2025-03-20,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/6c2f6f1f-28a6-3fcb-8a43-add94cf59b03
Sales Manager,Sales-Manager/in,Sales-Manager/in,Storebox Holding GmbH,Wien,Wien,Österreich,1050,2025-03-17,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/818b1454-d1b0-309b-8e80-a9539b15d8b0
Sales Manager,Sales-Manager/in,Sales-Manager/in,Coca-Cola HBC Austria GmbH,Wien,Wien,Österreich,1100,2025-03-13,2025-09-01,https://jobs.ams.at/public/emps/jobs/uuid/45afea0b-8d32-37b2-bb6d-d91ca541ab33
Sales Manager,Sales-Manager/in,Sales-Manager/in,Magic World Theater FlexCo,Wien,Wien,Österreich,1020,2025-03-13,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/719eea6d-f461-3807-962c-c68e172a1257
Sales Manager,Sales-Manager/in,Sales-Manager/in,CANCOM a+d IT Solutions GmbH,Innsbruck,Tirol,Österreich,6020,2025-03-12,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/60c6277b-2969-31de-a274-f71a533fe07d
Sales Manager,Sales-Manager/in,Sales-Manager/in,Hotel Nike GmbH,"Linz, Donau",Oberösterreich,Österreich,4020,2025-03-11,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/5fa386f6-fca0-38dd-b8a8-03253110b5e1
Sales Manager,Sales-Manager/in,Sales-Manager/in,Hertwich Engineering GmbH,Braunau am Inn,Oberösterreich,Österreich,5280,2025-03-11,2025-05-14,https://jobs.ams.at/public/emps/jobs/uuid/027a0510-4733-3b4f-a196-bd585af76139
Sales Manager,Sales-Manager/in,Sales-Manager/in,Blue Tomato Zentrale,Vöcklabruck,Oberösterreich,Österreich,4840,2025-03-11,2025-05-12,https://jobs.ams.at/public/emps/jobs/uuid/e7f82565-3b28-3072-892b-47e885bff390
Sales Manager,Sales-Manager/in,Sales-Manager/in,Swarovski KG,Wattens,Tirol,Österreich,6112,2025-03-10,2025-05-22,https://jobs.ams.at/public/emps/jobs/uuid/67fc2093-79e1-3bc8-8842-42ad1a7b401b
Sales Manager,Sales-Manager/in,Sales-Manager/in,GetExperts e.U.,Bundesland: Wien,,Österreich,,2025-03-10,2025-05-12,https://jobs.ams.at/public/emps/jobs/uuid/679674f2-fb79-3206-8eae-7da1f80ce760
Sales Manager,Sales-Manager/in,Sales-Manager/in,EBNER Industrieofenbau GmbH,Leonding,Oberösterreich,Österreich,4060,2025-02-24,2025-05-16,https://jobs.ams.at/public/emps/jobs/uuid/47504ac0-4bcb-36d6-bae5-ec88252ea64e
Sales Manager,Sales-Manager/in,Sales-Manager/in,WHB Facilityservice GmbH,Wien,Wien,Österreich,1140,2025-02-20,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/f8dee0cb-b646-3507-9db2-24438d3f4a7f
Sales Manager,Sales-Manager/in,Sales-Manager/in,Exelliq Austria GmbH,"Nussbach, OÖ",Oberösterreich,Österreich,4542,2025-02-19,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/1be00001-fe80-3d23-98f8-a90b545242b5
Sales Manager,Sales-Manager/in,Sales-Manager/in,WKDA Österreich GmbH,Wien,Wien,Österreich,1030,2025-02-17,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/e1082bd2-4d68-30ce-a429-a257a00fc703
Sales Manager,Sales-Manager/in,Sales-Manager/in,Karriere & Macher Personalmanagement GmbH & Co KG,Weisskirchen/Traun,Oberösterreich,Österreich,4616,2025-02-17,2025-05-14,https://jobs.ams.at/public/emps/jobs/uuid/26fc5e55-ccaf-36eb-8bf6-8d0d2e7d3731
Sales Manager,Sales-Manager/in,Sales-Manager/in,ALSO Austria GmbH,Großenzersdorf,Niederösterreich,Österreich,2301,2025-02-14,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/aa775b61-95c8-307d-bc7e-6f407937d74e
Sales Manager,Sales-Manager/in,Sales-Manager/in,Global Hydro Energy GmbH,Wesenufer,Oberösterreich,Österreich,4085,2025-02-14,2025-05-13,https://jobs.ams.at/public/emps/jobs/uuid/4d996bf2-e163-3fbf-b578-61928b8fc9b3
Sales Manager,Sales-Manager/in,Sales-Manager/in,CONDIGNUM GmbH,Wien,Wien,Österreich,1040,2025-02-11,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/60fc1eed-dfaa-3409-8fef-a40542884747
Sales Manager,Sales-Manager/in,Sales-Manager/in,CONTAINEX Container Handelsgesellschaft m.b.H.,Kufstein,Tirol,Österreich,6330,2025-02-11,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/78058a33-ea92-31c9-b422-ec06cb63500a
Sales Manager,Sales-Manager/in,Sales-Manager/in,Primetals Technologies Austria GmbH,"Linz, Donau",Oberösterreich,Österreich,4030,2025-02-06,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/427043aa-a11d-3613-9ab1-6c08ae6ce185
Sales Manager,Sales-Manager/in,Sales-Manager/in,Theurl Leimholzbau GmbH,Assling,Tirol,Österreich,9911,2025-01-29,2025-05-16,https://jobs.ams.at/public/emps/jobs/uuid/88a17674-c215-3403-b728-73398e0b8e63
Sales Manager,Sales-Manager/in,Sales-Manager/in,MERLIN Technology GmbH,Tumeltsham,Oberösterreich,Österreich,4911,2025-01-28,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/5a1f4a74-f0af-32a8-ba92-f3c9c0e9c224
Sales Manager,Sales-Manager/in,Sales-Manager/in,smartPM.solutions GmbH,Wien,Wien,Österreich,1070,2025-01-22,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/22d26e41-ab5b-3428-a84f-ba4e26f4522f
Sales Manager,Sales-Manager/in,Sales-Manager/in,smartPM.solutions GmbH,Wien,Wien,Österreich,1070,2025-01-22,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/8f713cd9-a7dc-35ea-9d8e-ba7b944a746e
Sales Manager,Sales-Manager/in,Sales-Manager/in,CONDIGNUM GmbH,Wien,Wien,Österreich,1040,2025-01-14,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/8f8cde3b-c39b-36bf-b7b9-a1f33450dced
Sales Manager,Sales-Manager/in,Sales-Manager/in,Ella Juwelen GmbH,Pasching,Oberösterreich,Österreich,4061,2025-01-09,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/4dcdaabd-e9b8-3314-952a-88a3bf0652c1
Sales Manager,Sales-Manager/in,Sales-Manager/in,Poool Software & Consulting GmbH,Innsbruck,Tirol,Österreich,6020,2025-01-09,2025-05-15,https://jobs.ams.at/public/emps/jobs/uuid/53b371cc-ae6a-3e5b-8f0f-c51e3d67d67d
Sales Manager,Sales-Manager/in,Sales-Manager/in,Rehrl & Partner Personalberatung GmbH,Bundesland: Wien,,Österreich,,2025-01-07,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/ecac11ea-7953-36d7-83b2-eb0865e10fba
Sales Manager,Sales-Manager/in,Sales-Manager/in,ifw mould tec GmbH,Micheldorf in OÖ,Oberösterreich,Österreich,4563,2025-01-07,2025-05-22,https://jobs.ams.at/public/emps/jobs/uuid/54209f67-cff2-34e6-8390-bcdc8a609a79
Sales Manager,Senior Sales Manager (m/w/d),Sales-Manager/in,Claims Experts GmbH,Meerbusch,Nordrhein-Westfalen,Deutschland,40667,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250522-27682284/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Junior Sales Manager (m/w/d),Sales-Manager/in,Academic Work Germany GmbH,,Hamburg,Deutschland,,2025-05-26,2025-05-26,https://academicwork.hvnj.de/stellenangebot/junior-sales-manager-mwd/545077.html?utm_source=hvnjba&_medium=organic
Sales Manager,Inside Sales Manager:in (m/w/d),Sales-Manager/in,softgarden e-recruiting gmbh,Berlin,Berlin,Deutschland,10789,2025-05-26,2025-05-26,https://www.jobware.de/job/055891338?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,Solution Sales Manager (m/w/d),Sales-Manager/in,Workwise GmbH,Braunschweig,Niedersachsen,Deutschland,38118,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpjtt-b
Sales Manager,Senior Sales Manager (m/w/d),Sales-Manager/in,XING Marketing Solutions,Hamburg,Hamburg,Deutschland,20457,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpa65-b
Sales Manager,Sales Manager (m/w/d)* deutschlandweit,Sales-Manager/in,Liebherr-Hamburg GmbH,Hamburg,Hamburg,Deutschland,20457,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj9pb-b
Sales Manager,Technical Sales Manager (m/w/d),Sales-Manager/in,Connected,Berlin,Berlin,Deutschland,13509,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj356-b
Sales Manager,National Sales Manager (m/w/d),Sales-Manager/in,DIS AG,"Ilmenau, Thüringen",Thüringen,Deutschland,98693,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fovws-b
Sales Manager,Sales Manager (m/w/d) Transportlösungen,Sales-Manager/in,expertum GmbH,"Ravensburg, Württemberg",Baden-Württemberg,Deutschland,88212,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fnne8-b
Sales Manager,Internationaler Sales Manager (m/w/d),Sales-Manager/in,DIS AG,"Ilmenau, Thüringen",Thüringen,Deutschland,98693,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fisb9-b
Sales Manager,Sales Manager (m/w/d) Automotive,Sales-Manager/in,Bertrandt AG,Heimsheim,Baden-Württemberg,Deutschland,71296,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpugg-b
Sales Manager,Senior Sales Manager (m/w/d),Sales-Manager/in,HAPEKO Hanseatisches Personalkontor,Berlin,Berlin,Deutschland,10553,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-ewr0e-b
Sales Manager,Sales Manager (m/w/d) in Direktvermittlung,Sales-Manager/in,DIS AG,Dresden,Sachsen,Deutschland,01069,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fi1r6-b
Sales Manager,Vertriebsmanager (m/w/d),Sales-Manager/in,Workwise GmbH,Frankfurt am Main,Hessen,Deutschland,60311,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjdnj-b
Sales Manager,Sales Manager NRW (m/w/d),Sales-Manager/in,DIS AG,Krefeld,Nordrhein-Westfalen,Deutschland,47800,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fiyrb-b
Sales Manager,Vertriebsmanager (m/w/d),Sales-Manager/in,Ochel Consulting GmbH,"Wenden, Südsauerland",Nordrhein-Westfalen,Deutschland,57482,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fnwgz-b
Sales Manager,Sales Manager Kosmetik (w/m/d),Sales-Manager/in,Marvecs GmbH,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fnnjd-b
Sales Manager,Sales Manager im Außendienst (m/w/d),Sales-Manager/in,BUERO LERSCH,Möckern bei Burg bei Magdeburg,Sachsen-Anhalt,Deutschland,39291,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-f49io-b
Sales Manager,Sales Manager DACH (m/w/d),Sales-Manager/in,Teamster Personalberatung GmbH,"Leonberg, Württemberg",Baden-Württemberg,Deutschland,71229,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fircz-b
Sales Manager,Projekt Sales Manager (w/m/d),Sales-Manager/in,PERM4 | Permanent Recruiting GmbH,"Gießen, Lahn",Hessen,Deutschland,35390,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-eypi4-b
Sales Manager,Sales Manager / Vertriebsmitarbeiter (m/w/d),Sales-Manager/in,HAPEKO Hanseatisches Personalkontor,Bochum,Nordrhein-Westfalen,Deutschland,44801,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fc44j-b
Sales Manager,Junior Sales Manager (m/w/d),Sales-Manager/in,mindsquare AG,Bielefeld,Nordrhein-Westfalen,Deutschland,33602,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fb1b1-b
Sales Manager,Sales Manager Süddeutschland (m/w/d),Sales-Manager/in,HAPEKO Hanseatisches Personalkontor,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-f5799-b
Sales Manager,Senior Sales Manager (m/w/d),Sales-Manager/in,Connected,Wimsheim,Baden-Württemberg,Deutschland,71299,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqplc-b
Sales Manager,Sales Manager Digitaldruckmaschinen (m/w/d),Sales-Manager/in,on-connect GmbH,Filderstadt,Baden-Württemberg,Deutschland,70794,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqioe-b
Sales Manager,Sales Manager/in im Außendienst (m/w/d),Sales-Manager/in,DIS AG,Stuttgart,Baden-Württemberg,Deutschland,70176,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqcam-b
Sales Manager,Sales Manager (gn),Sales-Manager/in,HRVST GmbH,Düsseldorf,Nordrhein-Westfalen,Deutschland,40549,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqcxk-b
Sales Manager,SaaS Sales Manager (m/w/d),Sales-Manager/in,hubside - Die Recruitingwerkstatt,München,Bayern,Deutschland,80687,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqcwb-b
Sales Manager,Sales-Manager/in,Sales-Manager/in,Primetals Technologies Austria GmbH,"Linz, Donau",Oberösterreich,Österreich,4030,2024-12-19,2025-05-21,https://jobs.ams.at/public/emps/jobs/uuid/53176bd5-1c66-364c-888c-e6a00c150ebe
Sales Manager,Sales-Manager/in,Sales-Manager/in,KAISER+KRAFT GmbH,Salzburg,Salzburg,Österreich,5020,2024-11-07,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/c3dc9ed4-063b-3581-95d1-f4dc1c7577c4
Sales Manager,Sales-Manager/in,Sales-Manager/in,Rosenberger Telematics GmbH,Timelkam,Oberösterreich,Österreich,4850,2024-11-06,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/633ab544-bf9a-3ba2-83df-f53755050c8b
Sales Manager,Sales-Manager/in,Sales-Manager/in,Felder KG,Hall in Tirol,Tirol,Österreich,6060,2024-09-13,2025-05-22,https://jobs.ams.at/public/emps/jobs/uuid/9864e769-e6ba-3bfe-b976-332c1fc317ac
Sales Manager,Sales-Manager/in,Sales-Manager/in,Felder KG,Hall in Tirol,Tirol,Österreich,6060,2024-09-13,2025-05-14,https://jobs.ams.at/public/emps/jobs/uuid/52958adb-367f-31a7-a0f2-f7b4ad7b5c4c
Sales Manager,Sales-Manager/in,Sales-Manager/in,SEM Energie- und Gebäude management GmbH,Wien,Wien,Österreich,1100,2024-09-04,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/70578cd4-d8a0-316c-b3be-b056c6259904
Sales Manager,Sales-Manager/in,Sales-Manager/in,Grausam Handels GmbH,Klosterneuburg,Niederösterreich,Österreich,3400,2024-06-21,2025-05-27,https://jobs.ams.at/public/emps/jobs/uuid/7966b3ae-3198-3c36-8e9c-3e88c65aea98
Sales Manager,Convention Sales Manager m/w/d,Sales-Manager/in,SCHWARZWALD PANORAMA - Stephan Bode Hotelbetriebs- und Verwaltungs-GmbH,Bad Herrenalb,Baden-Württemberg,Deutschland,76332,2025-05-23,2025-05-24,https://www.hogapage.de/jobs/convention-sales-manager-in-bad-herrenalb/BEX90S-OFT/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,Area Sales Manager (m/w/d) ,Sales-Manager/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/547130?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Area Sales Manager (m/w/d),Sales-Manager/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/542207?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager (m/w/d) ,Außendienstmitarbeiter/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-22,2025-05-22,https://www.haveanicejob.de/stellenanzeige/552384?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
